State,Account_length,Area_code,International_plan,Voice_mail_plan,Num_vmail_messages,Total_day_minutes,Total_day_calls,Total_eve_minutes,Total_eve_calls,Total_night_minutes,Total_night_calls,Total_intl_minutes,Total_intl_calls,Customer_service_calls,Total_day_charge,Total_eve_charge,Total_night_charge,Total_intl_charge,Churn
IN,220,408,no,no,44,86.4,63,176.5,135,180.6,137,9.9,19,2,14.69,15.0,8.13,2.67,0
IN,46,408,no,no,34,181.2,156,299.3,122,104.6,76,12.4,16,4,30.8,25.44,4.71,3.35,0
KY,96,510,no,no,43,113.1,26,197.0,101,238.7,136,8.3,18,1,19.23,16.74,10.74,2.24,0
IN,190,408,no,no,23,91.1,133,174.5,142,90.7,121,6.1,13,1,15.49,14.83,4.08,1.65,0
KY,197,510,no,no,39,187.0,148,294.0,109,157.3,7,10.7,9,1,31.79,24.99,7.08,2.89,0
CA,192,415,no,no,12,171.2,70,181.6,142,160.0,96,9.0,8,5,29.1,15.44,7.2,2.43,0
FL,230,415,no,no,51,133.2,106,253.6,69,193.5,18,14.8,15,2,22.64,21.56,8.71,4.0,0
KY,10,408,no,yes,47,192.4,132,175.4,53,214.8,29,14.4,14,4,32.71,14.91,9.67,3.89,0
TX,168,415,no,no,38,202.9,142,136.3,75,153.4,8,8.1,15,7,34.49,11.59,6.9,2.19,0
FL,128,408,no,no,3,193.0,148,136.4,169,256.8,82,11.9,17,4,32.81,11.59,11.56,3.21,0
KY,238,510,no,no,11,191.0,57,235.3,146,276.6,46,4.7,9,1,32.47,20.0,12.45,1.27,0
FL,152,415,no,no,16,93.3,131,146.8,39,186.9,173,10.9,2,5,15.86,12.48,8.41,2.94,1
FL,99,408,no,no,0,249.8,134,189.5,26,257.9,89,10.8,6,1,42.47,16.11,11.61,2.92,0
FL,172,415,no,no,16,210.1,34,167.5,73,162.7,0,7.3,6,7,35.72,14.24,7.32,1.97,1
CA,112,415,no,no,1,128.7,163,156.1,42,144.0,130,10.4,19,1,21.88,13.27,6.48,2.81,0
TX,60,408,no,no,5,179.4,120,162.2,45,258.4,161,7.5,10,6,30.5,13.79,11.63,2.03,0
OH,190,415,no,no,43,189.6,142,210.4,141,214.4,152,12.3,2,3,32.23,17.88,9.65,3.32,1
OH,87,415,no,no,10,177.9,129,51.1,63,221.2,157,10.5,17,3,30.24,4.34,9.95,2.84,0
KY,145,415,no,no,42,276.8,119,242.2,97,299.4,0,14.0,11,7,47.06,20.59,13.47,3.78,1
FL,65,415,yes,no,17,75.0,4,135.3,125,236.0,122,5.9,16,3,12.75,11.5,10.62,1.59,0
KY,223,510,yes,no,39,100.3,70,141.6,57,329.7,145,7.7,8,7,17.05,12.04,14.84,2.08,1
CA,223,415,no,yes,24,55.9,85,127.8,28,205.0,160,8.7,4,8,9.5,10.86,9.22,2.35,0
CA,234,415,no,no,38,184.3,94,213.5,153,281.6,136,11.3,17,7,31.33,18.15,12.67,3.05,0
IN,57,408,no,no,27,209.4,159,273.2,26,197.2,134,10.7,8,3,35.6,23.22,8.87,2.89,0
CA,183,510,no,no,45,199.5,40,193.2,66,137.7,29,11.1,12,4,33.92,16.42,6.2,3.0,1
IN,106,408,yes,yes,15,164.4,74,221.8,162,244.9,76,8.2,2,5,27.95,18.85,11.02,2.21,0
TX,181,408,no,no,11,202.0,82,226.9,113,198.0,80,4.9,3,8,34.34,19.29,8.91,1.32,0
KY,184,408,no,yes,40,164.0,37,237.1,77,312.0,12,7.9,17,4,27.88,20.15,14.04,2.13,0
TX,226,510,no,no,51,220.0,41,149.8,89,230.4,12,13.8,19,1,37.4,12.73,10.37,3.73,0
CA,9,408,no,no,28,239.8,164,279.7,130,251.4,41,8.3,14,6,40.77,23.77,11.31,2.24,1
TX,22,408,no,no,22,129.7,55,183.3,160,115.3,123,10.5,19,5,22.05,15.58,5.19,2.84,0
TX,141,408,no,yes,20,164.5,70,214.1,41,239.2,100,10.2,5,2,27.97,18.2,10.76,2.75,0
TX,89,415,no,yes,15,173.2,54,192.5,12,196.2,77,10.5,8,7,29.44,16.36,8.83,2.84,1
CA,176,408,no,yes,50,257.0,21,177.7,28,158.1,106,6.4,10,2,43.69,15.1,7.11,1.73,0
FL,18,510,no,no,47,136.1,26,247.0,8,275.8,35,12.2,12,3,23.14,21.0,12.41,3.29,0
TX,115,510,no,no,40,239.3,104,231.8,31,130.2,34,9.7,3,8,40.68,19.7,5.86,2.62,1
IN,204,415,no,no,44,100.8,37,90.7,149,219.2,173,16.2,14,3,17.14,7.71,9.86,4.37,0
CA,168,510,no,no,25,247.2,111,221.0,85,166.8,172,9.0,16,1,42.02,18.78,7.51,2.43,0
TX,145,510,no,no,36,226.0,38,304.9,57,214.8,55,12.6,11,8,38.42,25.92,9.67,3.4,0
FL,143,415,no,yes,21,171.6,142,209.3,56,184.9,86,9.0,5,7,29.17,17.79,8.32,2.43,0
CA,106,408,no,yes,50,229.5,118,174.5,137,190.2,4,15.2,6,3,39.02,14.83,8.56,4.1,0
OH,15,415,no,yes,9,152.9,59,180.8,24,203.1,171,12.0,16,5,25.99,15.37,9.14,3.24,0
FL,207,408,yes,no,6,130.2,135,171.9,75,148.2,120,6.5,10,5,22.13,14.61,6.67,1.76,1
IN,63,408,no,no,8,272.1,43,142.5,114,255.5,155,13.8,11,1,46.26,12.11,11.5,3.73,0
TX,167,510,no,yes,24,150.8,42,190.8,130,236.0,86,12.1,12,8,25.64,16.22,10.62,3.27,0
OH,13,415,no,yes,45,216.6,133,190.5,82,146.7,169,8.7,0,5,36.82,16.19,6.6,2.35,0
OH,81,510,no,no,14,239.9,154,230.0,153,276.2,97,5.6,17,4,40.78,19.55,12.43,1.51,0
CA,32,510,no,no,12,223.5,22,173.9,12,241.1,158,13.2,18,1,38.0,14.78,10.85,3.56,0
OH,137,408,no,no,41,212.4,121,300.5,134,205.5,134,14.7,10,0,36.11,25.54,9.25,3.97,0
IN,40,510,no,no,45,216.7,140,153.2,161,123.3,6,13.0,17,6,36.84,13.02,5.55,3.51,1
IN,148,415,no,yes,25,237.1,83,207.4,21,165.2,3,12.3,9,3,40.31,17.63,7.43,3.32,0
KY,218,510,no,no,20,197.2,105,162.6,83,98.1,107,11.5,5,6,33.52,13.82,4.41,3.11,0
IN,219,510,no,no,22,177.9,63,173.1,106,209.7,127,12.9,1,4,30.24,14.71,9.44,3.48,1
FL,213,408,no,no,43,106.1,152,186.0,22,245.7,31,9.3,4,0,18.04,15.81,11.06,2.51,0
OH,82,415,no,no,27,197.2,124,210.2,13,160.9,27,5.1,9,4,33.52,17.87,7.24,1.38,0
IN,77,510,no,no,50,235.5,51,240.1,93,200.3,3,12.0,14,3,40.04,20.41,9.01,3.24,0
CA,208,408,no,no,37,120.6,47,176.7,86,253.6,108,11.1,13,0,20.5,15.02,11.41,3.0,0
KY,201,510,no,no,11,167.6,60,125.2,110,166.3,7,6.2,5,1,28.49,10.64,7.48,1.67,0
OH,191,415,no,yes,23,203.0,16,268.5,51,230.1,141,4.1,13,8,34.51,22.82,10.35,1.11,0
KY,76,510,no,yes,12,261.7,39,151.1,82,313.6,29,10.2,13,0,44.49,12.84,14.11,2.75,0
OH,172,510,no,no,39,117.4,74,187.7,166,239.8,130,9.6,11,3,19.96,15.95,10.79,2.59,0
CA,38,408,no,yes,47,222.8,88,202.8,40,144.3,129,9.4,3,7,37.88,17.24,6.49,2.54,1
KY,211,510,no,no,1,160.7,68,194.9,163,198.6,9,11.6,11,4,27.32,16.57,8.94,3.13,0
TX,188,408,no,no,38,143.6,84,129.4,5,239.1,69,8.0,16,6,24.41,11.0,10.76,2.16,0
FL,71,415,no,yes,11,130.4,25,243.1,150,227.0,118,11.9,18,1,22.17,20.66,10.22,3.21,0
FL,227,510,no,no,38,144.6,39,59.1,137,142.1,70,11.9,15,3,24.58,5.02,6.39,3.21,0
OH,48,415,no,no,50,207.0,95,249.0,98,223.7,143,2.8,17,3,35.19,21.17,10.07,0.76,0
TX,18,415,no,no,13,167.7,116,257.8,84,188.5,69,9.8,5,0,28.51,21.91,8.48,2.65,0
KY,144,510,no,no,29,218.6,135,245.2,59,175.4,90,10.5,8,7,37.16,20.84,7.89,2.84,0
TX,183,408,no,no,40,119.4,72,184.8,29,229.9,119,12.0,18,2,20.3,15.71,10.35,3.24,0
TX,39,415,yes,no,49,217.6,44,206.5,69,295.2,149,11.5,11,3,36.99,17.55,13.28,3.11,0
KY,196,415,no,no,42,203.4,16,166.5,4,159.7,34,5.3,10,1,34.58,14.15,7.19,1.43,0
CA,187,510,no,no,47,98.6,76,203.4,78,224.4,123,10.3,15,4,16.76,17.29,10.1,2.78,0
TX,89,510,yes,no,18,261.3,136,231.5,42,195.6,111,9.3,1,4,44.42,19.68,8.8,2.51,1
TX,224,510,no,no,30,198.4,90,145.2,76,232.9,101,12.9,17,2,33.73,12.34,10.48,3.48,0
CA,62,510,no,yes,42,221.3,105,193.3,5,205.8,129,6.8,5,7,37.62,16.43,9.26,1.84,1
TX,232,510,no,no,49,242.4,100,176.1,1,168.8,146,10.0,4,0,41.21,14.97,7.6,2.7,0
TX,141,510,no,no,42,232.3,102,258.6,16,166.7,131,12.4,8,1,39.49,21.98,7.5,3.35,0
TX,109,408,no,no,24,173.2,23,152.9,87,224.9,81,12.1,12,0,29.44,13.0,10.12,3.27,0
FL,81,415,no,no,3,219.2,72,231.3,11,207.0,103,9.6,6,5,37.26,19.66,9.32,2.59,0
IN,241,408,no,yes,49,82.3,120,197.4,77,233.5,40,13.2,0,3,13.99,16.78,10.51,3.56,0
CA,229,408,no,yes,50,201.3,105,193.8,6,113.8,55,8.0,9,0,34.22,16.47,5.12,2.16,0
TX,134,510,no,yes,12,273.6,138,232.8,159,259.0,54,12.0,17,6,46.51,19.79,11.66,3.24,1
FL,211,415,no,yes,35,142.4,34,180.8,156,276.4,158,12.4,11,8,24.21,15.37,12.44,3.35,0
CA,77,408,no,no,41,229.4,156,205.2,72,208.2,126,6.3,2,4,39.0,17.44,9.37,1.7,1
OH,188,510,no,no,36,275.7,135,255.6,77,235.7,149,13.5,4,6,46.87,21.73,10.61,3.65,0
OH,90,510,no,no,2,217.2,16,161.2,24,252.7,74,5.5,13,3,36.92,13.7,11.37,1.48,0
TX,14,415,no,yes,15,235.4,139,213.5,52,190.2,79,11.0,14,3,40.02,18.15,8.56,2.97,0
FL,95,408,no,no,25,95.2,92,244.1,156,212.5,127,8.7,11,3,16.18,20.75,9.56,2.35,0
FL,54,408,no,no,39,129.5,108,223.3,81,226.2,131,12.7,3,4,22.02,18.98,10.18,3.43,1
CA,132,408,yes,no,38,257.2,49,264.1,80,171.7,148,10.9,15,7,43.72,22.45,7.73,2.94,1
CA,39,510,no,no,18,231.9,113,194.0,133,207.4,168,14.8,10,3,39.42,16.49,9.33,4.0,0
FL,72,415,no,yes,45,206.8,23,233.6,75,90.9,44,13.1,3,6,35.16,19.86,4.09,3.54,0
CA,25,415,no,no,14,165.7,36,255.1,165,166.3,83,10.4,5,8,28.17,21.68,7.48,2.81,0
FL,77,408,no,no,31,195.4,10,115.4,2,279.1,7,13.3,15,5,33.22,9.81,12.56,3.59,1
IN,160,510,no,yes,48,273.9,98,179.7,34,220.9,106,9.7,1,3,46.56,15.27,9.94,2.62,0
FL,187,408,no,yes,20,174.5,54,219.0,46,157.0,116,7.1,12,4,29.67,18.62,7.06,1.92,0
OH,230,415,no,yes,0,217.8,26,246.0,160,133.4,8,8.8,7,7,37.03,20.91,6.0,2.38,1
CA,191,510,no,yes,5,216.3,66,212.2,92,336.2,145,9.7,11,3,36.77,18.04,15.13,2.62,0
FL,166,408,no,no,26,144.0,1,269.8,130,162.1,30,1.6,5,3,24.48,22.93,7.29,0.43,0
FL,120,408,no,no,22,148.2,67,173.3,58,173.1,34,13.7,2,6,25.19,14.73,7.79,3.7,0
CA,220,510,no,yes,46,262.5,145,138.3,95,232.4,157,9.7,14,5,44.62,11.76,10.46,2.62,1
IN,53,415,yes,no,30,210.8,147,239.7,17,155.1,17,12.6,7,0,35.84,20.37,6.98,3.4,0
IN,222,510,no,no,11,143.3,62,194.4,125,220.3,168,10.4,1,8,24.36,16.52,9.91,2.81,0
CA,195,408,no,no,20,163.2,71,158.1,76,201.5,23,5.8,15,4,27.74,13.44,9.07,1.57,0
KY,156,408,yes,yes,51,126.8,129,285.4,65,136.7,85,10.2,12,1,21.56,24.26,6.15,2.75,0
CA,131,408,no,yes,1,237.6,82,237.3,152,202.7,47,9.7,0,4,40.39,20.17,9.12,2.62,0
CA,237,408,no,no,4,166.4,41,232.6,19,217.6,141,8.1,10,7,28.29,19.77,9.79,2.19,1
IN,226,415,no,yes,8,167.1,155,279.7,156,142.9,146,8.9,0,5,28.41,23.77,6.43,2.4,1
IN,208,415,no,no,19,225.4,156,180.6,17,228.1,59,10.1,7,7,38.32,15.35,10.26,2.73,1
CA,150,408,no,no,45,89.3,106,270.7,71,237.6,92,3.4,1,4,15.18,23.01,10.69,0.92,1
CA,96,415,no,no,17,178.0,27,220.9,154,144.8,21,11.0,12,3,30.26,18.78,6.52,2.97,0
CA,166,415,no,yes,21,179.4,104,170.5,121,226.2,29,11.6,1,2,30.5,14.49,10.18,3.13,1
IN,200,415,no,no,7,164.6,111,199.7,169,212.4,142,11.4,3,1,27.98,16.97,9.56,3.08,0
CA,72,408,no,no,33,150.3,132,209.3,65,181.4,20,9.2,1,8,25.55,17.79,8.16,2.48,1
CA,62,510,no,no,8,141.7,14,255.6,98,186.0,153,15.3,12,0,24.09,21.73,8.37,4.13,1
TX,185,510,no,no,6,195.3,109,132.5,25,221.3,99,11.4,3,1,33.2,11.26,9.96,3.08,0
KY,6,510,yes,no,29,125.5,72,112.6,150,168.1,11,8.9,14,5,21.34,9.57,7.56,2.4,1
OH,206,408,no,no,17,188.7,159,160.6,4,231.2,134,6.7,11,5,32.08,13.65,10.4,1.81,1
KY,32,415,no,no,26,150.1,89,196.6,79,156.7,102,6.3,11,0,25.52,16.71,7.05,1.7,0
TX,99,415,no,no,15,153.7,36,235.7,105,160.6,34,11.1,4,7,26.13,20.03,7.23,3.0,1
OH,138,408,yes,yes,20,190.6,142,177.1,10,130.6,67,11.9,9,3,32.4,15.05,5.88,3.21,0
CA,131,408,no,no,4,153.1,3,220.9,146,107.1,129,10.3,1,6,26.03,18.78,4.82,2.78,0
TX,187,510,no,no,28,248.4,83,280.2,139,208.2,19,9.8,7,8,42.23,23.82,9.37,2.65,0
CA,76,510,no,no,46,172.4,154,115.0,129,94.4,46,9.1,4,1,29.31,9.78,4.25,2.46,0
IN,177,408,no,yes,36,236.5,148,193.2,149,217.7,83,11.3,7,6,40.21,16.42,9.8,3.05,0
FL,59,510,yes,no,42,138.9,59,321.0,153,195.4,11,7.9,12,0,23.61,27.29,8.79,2.13,1
TX,31,415,no,no,21,137.7,85,164.5,32,301.9,52,9.9,12,2,23.41,13.98,13.59,2.67,0
IN,93,408,no,yes,13,90.2,70,159.2,23,232.8,16,10.2,14,3,15.33,13.53,10.48,2.75,0
TX,69,408,no,yes,18,153.4,30,226.1,148,227.6,17,11.6,14,2,26.08,19.22,10.24,3.13,0
TX,190,415,no,no,34,167.4,16,173.5,45,163.7,103,7.8,10,7,28.46,14.75,7.37,2.11,0
IN,52,415,yes,no,23,184.2,6,253.8,17,169.5,151,7.3,9,6,31.31,21.57,7.63,1.97,1
OH,89,415,no,no,41,217.7,125,323.8,132,177.3,71,10.1,5,2,37.01,27.52,7.98,2.73,0
KY,127,510,no,yes,5,213.7,82,203.7,7,198.1,164,10.6,4,6,36.33,17.31,8.91,2.86,0
CA,169,408,yes,no,2,241.3,27,336.9,84,168.5,104,10.0,4,1,41.02,28.64,7.58,2.7,0
TX,31,510,no,no,33,132.1,9,177.4,110,230.8,157,2.7,7,2,22.46,15.08,10.39,0.73,0
CA,213,415,no,no,44,181.7,26,191.6,56,179.0,83,10.9,0,6,30.89,16.29,8.06,2.94,1
FL,84,510,no,no,49,126.0,140,152.0,4,260.2,51,16.9,1,4,21.42,12.92,11.71,4.56,0
IN,231,415,no,no,1,202.4,126,177.5,12,155.6,150,12.5,16,8,34.41,15.09,7.0,3.38,1
CA,127,510,yes,no,14,277.4,42,188.1,82,240.3,36,4.7,6,7,47.16,15.99,10.81,1.27,0
IN,150,510,no,yes,36,115.4,68,220.7,164,304.2,122,8.9,8,5,19.62,18.76,13.69,2.4,1
CA,132,415,no,no,14,217.1,62,137.7,89,295.5,96,9.5,3,3,36.91,11.7,13.3,2.57,0
KY,13,510,no,no,31,236.6,69,174.1,156,153.6,151,9.1,6,2,40.22,14.8,6.91,2.46,0
KY,45,408,no,no,20,131.8,98,175.4,68,262.2,99,6.7,9,5,22.41,14.91,11.8,1.81,1
KY,127,510,no,no,16,203.6,163,244.7,31,80.0,119,7.6,15,8,34.61,20.8,3.6,2.05,0
KY,170,510,no,no,33,160.6,70,205.8,101,116.0,49,12.5,9,4,27.3,17.49,5.22,3.38,1
KY,114,408,yes,yes,31,173.5,92,205.8,129,232.4,147,12.0,6,6,29.5,17.49,10.46,3.24,1
KY,177,415,no,no,49,158.8,142,204.2,68,223.6,46,9.7,1,6,27.0,17.36,10.06,2.62,1
IN,20,408,no,no,46,167.9,145,112.8,162,232.5,17,12.6,1,6,28.54,9.59,10.46,3.4,0
TX,205,510,no,no,51,242.4,131,280.4,142,173.7,121,8.2,7,8,41.21,23.83,7.82,2.21,1
CA,81,415,no,no,22,175.7,10,153.8,71,139.7,25,9.1,13,1,29.87,13.07,6.29,2.46,0
KY,182,510,no,yes,34,147.5,133,244.5,110,102.4,119,9.0,17,7,25.08,20.78,4.61,2.43,0
IN,164,510,no,no,36,183.7,121,188.7,64,153.5,70,5.8,0,1,31.23,16.04,6.91,1.57,0
IN,225,408,no,yes,42,65.4,17,169.4,165,235.1,42,9.3,16,0,11.12,14.4,10.58,2.51,0
IN,129,408,no,yes,40,135.9,66,252.2,16,246.5,46,14.4,16,5,23.1,21.44,11.09,3.89,0
TX,143,415,yes,no,36,247.4,144,140.3,79,216.0,84,14.1,4,1,42.06,11.93,9.72,3.81,1
CA,205,415,no,no,32,172.2,96,144.5,128,210.6,42,10.3,15,4,29.27,12.28,9.48,2.78,0
TX,17,415,no,no,24,154.2,33,207.9,2,291.4,127,9.4,6,0,26.21,17.67,13.11,2.54,0
OH,152,510,yes,yes,45,189.3,157,209.4,126,276.0,159,14.8,14,6,32.18,17.8,12.42,4.0,1
IN,58,408,no,no,36,219.8,146,241.0,127,251.0,6,9.3,18,0,37.37,20.49,11.3,2.51,0
OH,72,408,no,no,39,251.8,136,235.8,69,262.4,31,8.6,1,7,42.81,20.04,11.81,2.32,0
FL,242,408,no,no,20,155.6,43,196.5,51,218.9,87,12.6,15,4,26.45,16.7,9.85,3.4,1
KY,219,415,no,no,45,156.9,94,205.2,121,225.8,64,5.4,8,4,26.67,17.44,10.16,1.46,0
KY,109,408,no,no,47,167.9,90,192.7,2,158.3,57,9.7,19,2,28.54,16.38,7.12,2.62,0
TX,23,408,yes,no,37,235.6,110,270.9,93,220.5,91,9.8,17,1,40.05,23.03,9.92,2.65,0
CA,174,408,no,no,39,183.1,152,150.9,46,165.1,33,11.4,9,5,31.13,12.83,7.43,3.08,1
OH,72,415,no,no,33,297.0,70,201.6,74,267.0,89,8.4,19,3,50.49,17.14,12.01,2.27,0
CA,8,408,no,yes,18,171.3,52,238.5,90,233.7,65,9.5,3,3,29.12,20.27,10.52,2.57,0
TX,59,415,no,no,26,275.2,70,255.5,85,176.9,159,10.3,1,5,46.78,21.72,7.96,2.78,1
KY,218,408,no,yes,8,131.8,52,166.6,5,237.9,97,9.3,13,1,22.41,14.16,10.71,2.51,0
CA,111,408,no,yes,4,104.9,107,151.5,94,260.6,49,9.5,0,1,17.83,12.88,11.73,2.57,0
CA,187,408,yes,yes,4,174.5,18,137.9,60,152.9,23,12.2,7,3,29.67,11.72,6.88,3.29,0
KY,13,415,no,no,24,241.5,65,182.9,42,186.1,173,11.6,10,5,41.06,15.55,8.37,3.13,0
OH,167,415,no,no,25,154.2,161,212.7,55,147.5,130,11.4,0,1,26.21,18.08,6.64,3.08,0
KY,229,408,no,no,18,146.7,0,176.4,113,197.9,113,5.6,4,6,24.94,14.99,8.91,1.51,0
CA,241,510,no,no,29,235.4,105,235.0,147,272.1,9,11.2,12,7,40.02,19.98,12.24,3.02,0
OH,156,415,yes,yes,35,218.1,54,196.7,46,200.0,133,7.7,16,8,37.08,16.72,9.0,2.08,0
OH,217,415,no,no,47,137.2,14,230.5,168,231.4,97,15.4,9,5,23.32,19.59,10.41,4.16,0
KY,189,408,no,yes,47,134.1,126,207.4,30,170.5,51,10.0,6,1,22.8,17.63,7.67,2.7,0
CA,16,510,no,no,15,224.8,14,115.7,101,245.9,49,9.5,12,5,38.22,9.83,11.07,2.57,0
TX,119,408,yes,no,6,91.9,120,142.5,63,196.6,109,14.1,3,7,15.62,12.11,8.85,3.81,0
CA,2,415,no,yes,17,238.3,150,257.9,89,241.2,57,13.3,12,0,40.51,21.92,10.85,3.59,0
IN,210,415,no,yes,20,217.4,65,153.2,90,246.9,12,9.4,0,5,36.96,13.02,11.11,2.54,1
FL,145,408,no,no,30,56.8,113,242.6,45,143.1,124,6.8,10,0,9.66,20.62,6.44,1.84,0
TX,30,408,no,no,0,180.8,136,206.3,109,163.1,58,5.2,8,5,30.74,17.54,7.34,1.4,1
OH,103,510,no,no,2,73.1,145,150.8,94,177.8,166,7.2,12,3,12.43,12.82,8.0,1.94,0
TX,13,510,no,no,30,114.9,144,237.5,23,295.9,52,10.9,10,2,19.53,20.19,13.32,2.94,0
OH,96,415,no,no,24,152.8,71,176.1,88,273.3,19,9.6,7,2,25.98,14.97,12.3,2.59,0
OH,242,510,no,no,7,111.5,97,207.6,36,205.4,95,7.5,6,3,18.96,17.65,9.24,2.03,1
TX,221,510,no,yes,0,299.8,161,189.5,168,348.0,9,8.9,19,2,50.97,16.11,15.66,2.4,0
OH,238,415,no,yes,6,226.7,43,64.8,152,129.2,153,14.6,14,8,38.54,5.51,5.81,3.94,0
OH,94,415,no,no,6,253.8,156,233.7,28,187.3,146,13.0,14,3,43.15,19.86,8.43,3.51,0
IN,82,415,no,no,7,172.4,15,238.4,158,263.5,60,14.7,11,0,29.31,20.26,11.86,3.97,0
CA,13,415,no,yes,18,181.6,77,175.3,106,202.4,76,8.1,16,3,30.87,14.9,9.11,2.19,0
CA,171,408,no,yes,16,265.4,51,232.1,129,154.2,117,12.2,5,0,45.12,19.73,6.94,3.29,1
FL,213,415,no,yes,10,203.4,1,156.4,139,221.5,161,11.9,12,2,34.58,13.29,9.97,3.21,0
FL,94,415,yes,yes,46,213.1,60,157.4,132,344.5,83,14.0,15,3,36.23,13.38,15.5,3.78,0
IN,149,415,no,yes,40,130.8,131,212.0,90,154.9,171,10.0,0,3,22.24,18.02,6.97,2.7,0
FL,112,510,no,no,48,130.5,125,165.2,55,160.5,17,7.9,12,8,22.18,14.04,7.22,2.13,1
TX,55,415,no,no,10,194.1,51,193.5,77,141.9,120,7.6,6,5,33.0,16.45,6.39,2.05,1
KY,81,408,no,no,37,200.1,40,153.0,70,177.3,111,10.0,12,2,34.02,13.0,7.98,2.7,0
KY,168,408,no,no,40,126.2,30,135.8,164,258.5,71,10.2,6,6,21.45,11.54,11.63,2.75,1
KY,211,415,no,no,49,199.4,153,210.4,35,284.7,143,10.7,7,3,33.9,17.88,12.81,2.89,0
IN,116,408,yes,no,51,114.0,154,210.9,73,131.7,103,6.2,17,6,19.38,17.93,5.93,1.67,1
IN,143,510,no,no,1,180.7,120,201.0,28,232.9,76,13.5,16,1,30.72,17.08,10.48,3.65,0
OH,201,415,no,no,3,102.4,50,185.5,79,241.8,25,6.3,15,6,17.41,15.77,10.88,1.7,1
KY,180,408,no,no,49,251.7,94,164.8,165,163.2,102,13.5,16,7,42.79,14.01,7.34,3.65,1
TX,202,408,no,no,27,163.2,10,145.9,101,240.1,154,9.1,7,6,27.74,12.4,10.8,2.46,0
FL,108,415,no,no,32,142.5,135,144.0,168,220.3,3,15.0,6,5,24.22,12.24,9.91,4.05,0
TX,223,408,no,no,10,118.1,11,169.8,32,259.0,50,5.3,17,3,20.08,14.43,11.66,1.43,0
FL,53,415,no,no,2,112.9,98,251.1,92,79.8,130,13.2,3,8,19.19,21.34,3.59,3.56,1
KY,215,408,no,no,39,203.6,44,211.6,111,215.7,86,7.2,1,0,34.61,17.99,9.71,1.94,0
KY,128,510,no,yes,4,234.2,33,218.0,122,244.0,65,7.0,15,4,39.81,18.53,10.98,1.89,0
KY,180,408,no,no,51,228.8,71,137.2,140,256.5,143,14.5,17,0,38.9,11.66,11.54,3.92,0
IN,158,408,no,no,20,255.4,20,209.3,133,243.5,27,12.0,7,0,43.42,17.79,10.96,3.24,0
FL,161,415,no,yes,21,274.4,40,216.9,7,134.8,43,6.0,13,5,46.65,18.44,6.07,1.62,0
IN,57,408,no,no,36,231.7,21,279.3,117,277.1,145,10.5,17,5,39.39,23.74,12.47,2.84,0
IN,52,415,no,no,10,152.8,20,199.1,8,240.3,1,13.8,18,6,25.98,16.92,10.81,3.73,0
CA,137,510,yes,yes,43,189.2,155,180.3,150,201.0,171,11.5,3,8,32.16,15.33,9.04,3.11,1
TX,182,415,no,no,21,58.1,70,161.7,20,201.9,147,10.1,13,5,9.88,13.74,9.09,2.73,0
TX,111,415,no,yes,40,214.4,13,203.0,128,295.2,55,13.1,1,1,36.45,17.26,13.28,3.54,0
OH,1,408,no,no,12,188.1,78,190.3,45,238.5,119,11.0,16,3,31.98,16.18,10.73,2.97,0
IN,44,510,no,no,51,266.1,72,256.1,61,208.4,103,5.5,5,8,45.24,21.77,9.38,1.48,1
FL,227,415,no,no,2,139.9,51,245.1,1,154.1,150,10.3,7,1,23.78,20.83,6.93,2.78,0
CA,75,408,no,no,12,207.8,75,150.2,103,187.8,117,11.3,15,6,35.33,12.77,8.45,3.05,0
CA,98,408,no,no,27,125.8,18,198.9,74,154.0,59,10.6,0,3,21.39,16.91,6.93,2.86,0
TX,208,415,no,no,10,174.1,26,322.4,100,105.4,172,8.9,17,5,29.6,27.4,4.74,2.4,0
IN,9,408,no,no,10,91.7,145,126.7,87,212.1,46,11.2,2,0,15.59,10.77,9.54,3.02,0
OH,32,415,no,no,20,253.2,12,190.7,127,105.3,77,10.5,17,7,43.04,16.21,4.74,2.84,0
IN,15,415,no,no,51,236.8,106,237.6,82,166.0,164,4.6,9,5,40.26,20.2,7.47,1.24,1
KY,140,415,no,no,20,154.5,128,188.1,4,183.3,135,6.4,1,6,26.26,15.99,8.25,1.73,0
IN,225,510,no,yes,6,194.1,84,183.9,92,121.2,132,10.8,18,5,33.0,15.63,5.45,2.92,1
KY,237,415,no,no,16,182.1,161,176.5,38,255.0,22,12.0,10,6,30.96,15.0,11.48,3.24,0
KY,206,408,no,no,47,146.9,140,146.8,127,193.8,104,7.9,18,4,24.97,12.48,8.72,2.13,1
OH,185,510,yes,no,13,186.7,108,191.5,65,76.0,9,12.0,2,2,31.74,16.28,3.42,3.24,1
FL,136,408,no,no,32,156.1,114,251.3,44,245.4,112,11.4,9,5,26.54,21.36,11.04,3.08,0
TX,72,510,no,no,10,232.9,50,136.4,74,295.5,26,9.5,15,8,39.59,11.59,13.3,2.57,0
IN,155,510,no,yes,12,168.6,0,213.3,100,209.7,98,11.2,2,5,28.66,18.13,9.44,3.02,1
KY,190,510,no,yes,0,309.1,120,253.9,140,233.4,0,11.1,18,8,52.55,21.58,10.5,3.0,1
IN,12,510,no,no,33,175.8,155,199.0,92,217.5,70,12.4,19,1,29.89,16.92,9.79,3.35,0
FL,65,408,no,no,8,186.1,122,178.9,118,230.8,114,12.5,6,0,31.64,15.21,10.39,3.38,0
